gene,DM_1,DM_2,DM_3,DM_4,DM_5,selected,Pseudoorder-1,Pseudoorder-2,Pseudoorder-3
CD9,-0.0004038483517579269,0.0005174596760470677,0.005139218824354473,-0.0014911331977404073,0.0004752368113616695,Trajectory-3,0.0,0.0,84.0
CDH7,-0.0009657330654800587,0.0008386355170508382,-0.004265302304167277,-0.0023945806372035034,0.0028606253492153705,Other,0.0,0.0,0.0
CEACAM21,-0.0005749110559033079,0.0010221962298173437,-0.002975190021342031,0.0008626308288619675,0.0005541632561080786,Trajectory-3,0.0,0.0,239.0
CEBPD,0.0008861750987877639,0.001383702107557436,0.0038534363679458487,0.03230436640529008,0.006793799646357533,Trajectory-3,0.0,0.0,318.0
CEBPE,-0.00020882837854844586,0.0009859692528938644,0.00235585716335212,0.009109700070922686,0.0019626587609374154,Trajectory-3,0.0,0.0,183.0
CECR3,-0.0002653641848295653,0.0003626105652950722,0.00845700624806688,-0.0027160251269268314,0.000899575412128877,Trajectory-3,0.0,0.0,10.0
CEP126,-0.001024009748203455,0.0005776447563450653,-0.005723248217218764,-0.001613515682691159,-0.000442754862043976,Other,0.0,0.0,0.0
CERS4,-0.0008002194344201064,0.0009732952830664406,-0.0042720074125132445,-0.00021723738870881913,0.0008503462793571145,Other,0.0,0.0,0.0
CETP,-0.0003673652546977664,0.0009026891609530126,0.00045570729962236703,0.002491137556773465,7.831534602482872e-05,Trajectory-3,0.0,0.0,185.0
CFAP58,-0.0005503959956021264,-0.0008091750781795832,0.003627154983017402,-0.0011987090874547122,-0.0031124828646552512,Trajectory-3,0.0,0.0,102.0
CFAP73,-0.0005723191778480222,0.0007611175784915387,0.0018472064091813339,-0.0010943564056262903,0.0009891422976964419,Trajectory-3,0.0,0.0,122.0
CFD,0.00015585194440881765,0.0010309217815081383,0.0018324270495217855,0.020525507529569616,0.002742602003144961,Trajectory-3,0.0,0.0,281.0
CHAC1,-0.0007397595519511041,0.0008314447488309429,-0.0004664558698676582,-0.001696355577441975,0.0019466326517416622,Trajectory-3,0.0,0.0,138.0
CHST15,-0.00022341378326178879,0.0004033470581703013,0.008097820214257392,-0.002330876233473356,0.0007667195559804722,Trajectory-3,0.0,0.0,33.0
CITF22-49E9.3,-0.00040915113564013125,0.0003656485406162269,0.005795089750060188,-0.0018614864789777109,8.092285113137089e-05,Trajectory-3,0.0,0.0,74.0
CLC,-0.0007782394208521639,0.00015460082362941772,-0.0032715235010893494,0.0009578534365348425,-0.004793416796337188,Trajectory-3,0.0,0.0,270.0
CLEC14A,-0.00030376142302930684,0.00046908184424316777,0.0068574630792818374,-0.0018335451018788502,0.0006266757520440062,Trajectory-3,0.0,0.0,59.0
CLEC9A,-0.0011368098119835604,0.0011836015163509453,-0.007241918217848071,-0.004652370336039663,0.008582000859453454,Other,0.0,0.0,0.0
CLNK,-0.00011216350682074849,0.000972669711129642,-8.378289180021632e-05,0.0020129599691781916,0.0002632408121501351,Trajectory-3,0.0,0.0,193.0
CMTM2,-0.00040305994810437305,0.0007221046216791805,0.0028618803209284624,-0.0003908205764759282,0.00042401287649460805,Trajectory-3,0.0,0.0,121.0
CMTM5,-0.000829354835836403,-0.0005168813064588265,0.0006635109743838611,-0.002154935967783665,-0.0023642406151706155,Other,0.0,0.0,0.0
